% Model:              Mismatch 1D e 2D - BH.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 8 2024, 17:42
% Table:              1D T and R alpha=0.1 - 1D T and R
% Mat index                                       freq (Hz)                                         point_in * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)    point_out * exp(2j*pi*freq /c0 * (3 [m] )) (Pa)
3                                                 1.82                                              0.48795195388283474+0.8352124565781781i           0.21898858659242332-0.1279383818660432i
3                                                 1.83                                              0.41463244218672685+0.8797332971963469i           0.21049531536099653-0.09920964900105803i
3                                                 1.84                                              0.33179032554620946+0.9178417765937175i           0.2049287850520458-0.07407950174609726i
3                                                 1.85                                              0.24188194334400415+0.9477983184590453i           0.20133005636769466-0.051380140534044064i
3                                                 1.86                                              0.1470545504217573+0.9683987048493934i            0.19916500611747978-0.03024380513774866i
3                                                 1.87                                              0.04931489678971546+0.9788817497728848i           0.19814527580016117-0.009982302453584307i
3                                                 1.8800000000000001                                -0.04938993776257711+0.9788781498004948i          0.19814374982759492+0.009997451600056495i
3                                                 1.8900000000000001                                -0.1471292744222466+0.9683879271360178i           0.19916035825157458+0.030258799811028053i
3                                                 1.9000000000000001                                -0.24195609739804985+0.9477804264027816i          0.2013220644070937+0.0513948110146097i
3                                                 1.9100000000000001                                -0.33186379939935146+0.9178168649563002i          0.20491703285762106+0.07409364592921032i
3                                                 1.9200000000000002                                -0.41470538403091434+0.8797014756240421i          0.21047910509846024+0.09922301212600111i
3                                                 1.93                                              -0.4880249665208654+0.8351738295794515i           0.21896676460042486+0.12795063538500734i
3                                                 1.94                                              -0.5486893157573733+0.7866585481152956i           0.23214537981889735+0.1619195910529246i
3                                                 1.95                                              -0.5920395832034951+0.7374633385238688i           0.253450452208066+0.20347101576983678i
3                                                 1.96                                              -0.6098089214850496+0.6918103541460144i           0.29008479139365767+0.255700124391567i
3                                                 1.97                                              -0.5847238245989156+0.6532068916401195i           0.3584308552878894+0.3208520447168751i
3                                                 1.98                                              -0.4775357281009065+0.61195365451529i             0.49703106580999423+0.38785591903974265i
3                                                 1.99                                              -0.22575076551677503+0.4765480316186378i          0.7678677410405265+0.3637547545387637i
3                                                 2                                                 -5.8341615982405495E-8+2.184861349978778E-4i      0.9999999404805747+2.6702650083690126E-4i
3                                                 2.01                                              -0.22544145850741576-0.47640012351211203i         0.7681660867544701-0.3635103175482254i
3                                                 2.02                                              -0.477307836444004-0.6119968006573924i            0.4972371451896004-0.3878041854533887i
3                                                 2.03                                              -0.5845682991259262-0.6532852872631432i           0.3585539358506002-0.3208382880136012i
3                                                 2.04                                              -0.6096866355610414-0.6918885640014815i           0.29016432155740945-0.255689956140762i
3                                                 2.05                                              -0.5919314969738346-0.7375345555583596i           0.2535058900235047-0.20345863246538168i
3                                                 2.0599999999999996                                -0.5485867323054434-0.7867213997124531i           0.23218592720171866-0.1619045692719334i
3                                                 2.07                                              -0.4879237685899439-0.8352279189407289i           0.2189971181445238-0.1279334631189226i
3                                                 2.0799999999999996                                -0.4146036202586724-0.87974652601108i             0.21050185409386907-0.0992042243202368i
3                                                 2.09                                              -0.3317606381722895-0.9178525827291206i           0.2049336857450229-0.07407368056810193i
3                                                 2.0999999999999996                                -0.24185133076474652-0.947806508363414i           0.20133352016555472-0.051374011765509126i
3                                                 2.11                                              -0.1470230566493318-0.9684040896390124i           0.19916713642871703-0.030237443382682958i
3                                                 2.1199999999999997                                -0.0492826295408505-0.9788841535840953i           0.19814610537511596-0.009975774723774741i
3                                                 2.13                                              0.04942283642662465-0.9788774159051182i           0.19814325184942583+0.010004079659588938i
3                                                 2.1399999999999997                                0.14716265457588196-0.9683839214690484i           0.19915844637045654+0.030265457783074393i
3                                                 2.15                                              0.24198983065991936-0.9477730382231632i           0.20131858223241486+0.05140141691165024i
3                                                 2.1599999999999997                                0.3318978179760039-0.9178060042116601i            0.20491172949003852+0.07410009789580363i
3                                                 2.17                                              0.4147397405161589-0.8796870666907902i            0.21047158735715937+0.09922917802621793i
3                                                 2.1799999999999997                                0.48805993693383143-0.8351558026290579i           0.2189564044330845+0.127956341336053i
3                                                 2.19                                              0.5487255968080413-0.7866368374267219i            0.23213112644821474+0.16192461810831799i
3                                                 2.1999999999999997                                0.5920787095394762-0.7374379341148415i            0.25343042354417245+0.2034751510492372i
3                                                 2.21                                              0.6098542314722608-0.6917816291724426i            0.29005531629238623+0.2557034890508081i
3                                                 2.2199999999999998                                0.5847827831236715-0.6531773383199845i            0.3583841582097471+0.3208568314729554i
3                                                 2.23                                              0.4776239674498587-0.6119370486788835i            0.4969512328014153+0.3878755593051548i
3                                                 2.2399999999999998                                0.22587274441427846-0.47660635514596533i          0.7677500669020598+0.36385084437891757i
3                                                 2.25                                              1.891860793565676E-7-3.934430371806709E-4i        0.999999806995273+4.808471126266929E-4i
3                                                 2.26                                              0.2253157778459942+0.47634000782345687i           0.7682872968339978-0.36341069537238574i
3                                                 2.27                                              0.47721365589953113+0.6120147188965916i           0.49732227560881526-0.38778243494299425i
3                                                 2.28                                              0.5845028369817071+0.6533184324677892i            0.35860570823646554-0.32083210210274976i
3                                                 2.29                                              0.609634203749478+0.6919223224250377i             0.29019841674600955-0.2556852333701039i
3                                                 2.3                                               0.591884330892297+0.7375659604039091i             0.25353011820387744-0.20345292339435458i
3                                                 2.31                                              0.5485412268768888+0.786749722814782i             0.2322039902439782-0.16189766068254557i
3                                                 2.32                                              0.48787818442279335+0.8352528372939121i           0.2190109000321216-0.1279255371115075i
3                                                 2.3299999999999996                                0.4145571152616056+0.8797677646820463i            0.21051238380767157-0.09919549408133815i
3                                                 2.34                                              0.33171284587648325+0.9178698572939226i           0.20494155093138866-0.07406432623397066i
3                                                 2.3499999999999996                                0.2418021592241118+0.9478195292655077i            0.2013390571077464-0.05136417913816894i
3                                                 2.36                                              0.14697258115903755+0.9684125767355339i           0.19917052213266112-0.030227254219704902i
3                                                 2.3699999999999997                                0.04923102698078652+0.9788878493706084i           0.1981474024315329-0.009965337697514037i
3                                                 2.38                                              -0.04947533536132592+0.9788760950278809i          0.19814242723235684+0.01001465889811845i
3                                                 2.3899999999999997                                -0.147215807998415+0.968377396016258i             0.19915537239457845+0.030276066793646764i
3                                                 2.4                                               -0.24204343226608993+0.9477611584070211i          0.2013130207395945+0.051411925717010476i
3                                                 2.4099999999999997                                -0.3319517585643611+0.9177886538192416i           0.20490329407702504+0.07411034597359448i
3                                                 2.42                                              -0.4147941016365026+0.8796641528495035i           0.21045966916302375+0.09923895808568253i
3                                                 2.4299999999999997                                -0.4881151517455491+0.8351272419070962i           0.2189400280172298+0.12796538157361742i
3                                                 2.44                                              -0.5487827575553553+0.786602552937208i            0.23210865723213714+0.1619325773906692i
3                                                 2.4499999999999997                                -0.5921402174082289+0.7373979361762878i           0.2533989315330032+0.20348169943527772i
3                                                 2.46                                              -0.6099252998868667+0.6917365267623031i           0.2900090852451384+0.2557088207787191i
3                                                 2.4699999999999998                                -0.5848750503619506+0.6531310469004455i           0.35831108446194704+0.3208643759024102i
3                                                 2.48                                              -0.4777617661370582+0.6119110656125661i           0.49682656616336374+0.3879062609446556i
3                                                 2.4899999999999998                                -0.22606292459484545+0.4766971857411207i          0.7675665968595872+0.3640005949427083i
3                                                 2.5                                               -5.417227982826488E-7+6.65776834292986E-4i        0.9999994473450305+8.13669106177352E-4i
3                                                 2.51                                              -0.2251204695915407-0.4762464736195682i           0.768475657168006-0.36325581675741847i
3                                                 2.52                                              -0.47706753095973764-0.6120424596940152i          0.497454365164262-0.38774872263309823i
3                                                 2.53                                              -0.5844014786110783-0.6533697026997585i           0.35868587739210966-0.32082258324934443i
3                                                 2.54                                              -0.6095531961203816-0.6919744239724239i           0.2902510967253973-0.2556779968328117i
3                                                 2.55                                              -0.5918116122878392-0.7376143086155532i           0.25356746721501067-0.2034441744265189i
3                                                 2.56                                              -0.5484712098679085-0.7867932117418639i           0.2322317702360912-0.16188707470385363i
3                                                 2.57                                              -0.4878081817881369-0.8352909917550487i           0.21903204498757867-0.12791340049231642i
3                                                 2.5799999999999996                                -0.41448583215590534-0.8798001865210564i          0.2105284986414796-0.0991821396669269i
3                                                 2.59                                              -0.3316397234154955-0.9178961362328556i           0.2049535552252923-0.07405003443913187i
3                                                 2.5999999999999996                                -0.24172706149100304-0.9478392494718044i          0.2013474807867242-0.05134917626784449i
3                                                 2.61                                              -0.14689562834874187-0.9684253389547615i          0.19917564896934875-0.030211728539583232i
3                                                 2.6199999999999997                                -0.04915249353021661-0.978893290875519i           0.19814934026088157-0.009949456398881437i
3                                                 2.63                                              0.04955509447812867-0.9788739037553369i           0.1981411378735949+0.010030734243832842i
3                                                 2.6399999999999997                                0.14729642245821672-0.9683673181825665i           0.19915067421669175+0.030292165303752894i
3                                                 2.65                                              0.2421245872699348-0.9477429990812298i            0.20130456580133954+0.05142785098364999i
3                                                 2.6599999999999997                                0.3320332873274684-0.917762269588479i             0.20489051228738286+0.07412585657232064i
3                                                 2.67                                              0.414876125505393-0.8796294359610842i             0.21044165797973463+0.0992537433892616i
3                                                 2.6799999999999997                                0.4881983202351543-0.8350840989940105i            0.218915337883318+0.12797903543507286i
3                                                 2.69                                              0.5488687066245869-0.7865509003325102i            0.23207485582712575+0.1619445913476597i
3                                                 2.6999999999999997                                0.5922325374124021-0.7373378202577452i            0.25335165613752125+0.20349158361785394i
3                                                 2.71                                              0.6100317736714845-0.6916688873178125i            0.2899398231365256+0.2557168703296746i
3                                                 2.7199999999999998                                0.58501302829253-0.6530617542916421i              0.35820181468305+0.3208757135235583i
3                                                 2.73                                              0.4779674790158275-0.611872181297029i             0.4966404617135475+0.38795210497551325i
3                                                 2.7399999999999998                                0.22634650817254928-0.47683240382860137i          0.7672930135048195+0.3642237104839463i
3                                                 2.75                                              1.402633723612561E-6-0.0010713103660045765i       0.9999985690672117+0.0013092656961805305i
3                                                 2.76                                              0.22483003803968626+0.4761071412837229i           0.7687557527317986-0.36302532073550253i
3                                                 2.77                                              0.4768504828094445+0.6120835523447503i            0.49765057292878745-0.38769866301726624i
3                                                 2.78                                              0.5842511783508322+0.6534456473061886i            0.3588047666552527-0.32080853060895487i
3                                                 2.79                                              0.6094332877105522+0.6920514645393365i            0.29032907832377153-0.25566735400706087i
3                                                 2.8                                               0.5917041606356933+0.7376856549045913i            0.253622650335766-0.20343130847467256i
3                                                 2.81                                              0.5483679219198573+0.7868572491912333i            0.23227273609606847-0.16187151000019434i
3                                                 2.82                                              0.4877050792603457+0.8353470457423913i            0.21906316491876773-0.1278955665678277i
3                                                 2.8299999999999996                                0.4143810052292021+0.8798476998034978i            0.21055216666448448-0.0991625331566697i
3                                                 2.84                                              0.33153235306069606+0.9179345365959476i           0.20497114660782279-0.07402907279419818i
3                                                 2.8499999999999996                                0.2416169533702105+0.9478679591968735i            0.2013597923771937-0.05132719560155164i
3                                                 2.86                                              0.1467829644941399+0.9684438071427002i            0.19918311311903558-0.030189007611670496i
3                                                 2.8699999999999997                                0.049037681057061966+0.9789010223762775i          0.19815212984612812-0.009926241766683858i
3                                                 2.88                                              -0.04967153233696059+0.9788704794161356i          0.1981392116402001+0.010054205459671825i
3                                                 2.8899999999999997                                -0.14741394204099034+0.9683524054445685i          0.19914378187137843+0.030315643583347235i
3                                                 2.9                                               -0.24224272770382305+0.9477163522532351i          0.20129221604241168+0.05145105086378661i
3                                                 2.9099999999999997                                -0.33215180437464553+0.9177237186223773i          0.20487189314054546+0.07414842850196887i
3                                                 2.92                                              -0.4149951935074141+0.879578862921332i            0.2104154787036533+0.09927523894826752i
3                                                 2.9299999999999997                                -0.48831887732850743+0.8350214067768551i          0.21887952099237695+0.1279988696395002i
3                                                 2.94                                              -0.5489931131199559+0.7864760054196881i           0.23202591140375456+0.16196203325721553i
3                                                 2.9499999999999997                                -0.5923659657015014+0.7372508255592817i           0.2532833212071508+0.2035059309061034i
3                                                 2.96                                              -0.6101854206829003+0.6915711795623479i           0.28983987564833313+0.2557285519657575i
3                                                 2.9699999999999998                                -0.5852118269235541+0.6529618033462197i           0.3580443859048438+0.32089209768780264i
3                                                 2.98                                              -0.4782634474173315+0.6118160556899196i           0.4963727081850932+0.3880180262318572i
3                                                 2.9899999999999998                                -0.22675421070843096+0.477026349034285i           0.7668996746182337+0.3645440625144347i
3                                                 3                                                 -3.3419287931398996E-6+0.001653654861164463i      0.999996590662851+0.002020924318881191i
3                                                 3.01                                              -0.22441348152223878-0.4759068086987822i          0.7691574730534156-0.36269430108243617i
3                                                 3.02                                              -0.4765394026593808-0.6121422371226604i           0.49793179173667124-0.387626882845416i
3                                                 3.03                                              -0.5840360670812778-0.6535542015143287i           0.3589749349513322-0.3207884752945045i
3                                                 3.04                                              -0.6092619345969423-0.6921614358009285i           0.2904405231207586-0.2556522192914959i
3                                                 3.05                                              -0.5915508354169795-0.7377873289804993i           0.25370138764962497-0.2034130191226706i
3                                                 3.06                                              -0.5482207447716988-0.7869483440931809i           0.23233109269346536-0.1618493900743935i
3                                                 3.07                                              -0.4875583631674786-0.8354266312191285i           0.21910742209915787-0.12787023580575027i
3                                                 3.08                                              -0.414232028291175-0.8799150175724195i            0.21058576774825077-0.0991347055649382i
3                                                 3.09                                              -0.3313799539630285-0.9179888104900006i           0.2049960737517987-0.07399934750175204i
3                                                 3.0999999999999996                                -0.241460861908942-0.9479084082972348i            0.2013771990956778-0.051296054101121605i
3                                                 3.11                                              -0.14662344511757064-0.9684696914040161i          0.19919363181161737-0.030156848241351494i
3                                                 3.1199999999999997                                -0.04887531607295453-0.978911683239071i           0.1981560231896002-0.009893415687102433i
3                                                 3.13                                              0.049835998297356854-0.9788653679247385i          0.1981364386397545+0.010087361861493102i
3                                                 3.1399999999999997                                0.14757973779714018-0.9683310965867005i           0.19913400666791442+0.03034877779863833i
3                                                 3.15                                              0.24240920101003577-0.9476785446681089i           0.20127476443213643+0.051483761142938046i
3                                                 3.1599999999999997                                0.33231860956185577-0.9176692181218503i           0.20484564225925558+0.07418022444911149i
3                                                 3.17                                              0.4151625736057833-0.879507548780009i             0.21037863720868413+0.0993054929811766i
3                                                 3.1799999999999997                                0.4884881454529489-0.8349331872384439i            0.21882920031175762+0.12802676453220316i
3                                                 3.19                                              0.5491675697357503-0.7863708068423384i            0.23195725441365314+0.1619865493405796i
3                                                 3.1999999999999997                                0.5925528341809704-0.7371288327984178i            0.25318760756838316+0.20352608992663312i
3                                                 3.21                                              0.6104003194103477-0.69143436453874i              0.28970008637930994+0.25574495407714104i
3                                                 3.2199999999999998                                0.5854895008842853-0.6528219994047926i            0.3578245046195655+0.32091500878558554i
3                                                 3.23                                              0.4786763434646953-0.6117374196340404i            0.4959991748619787+0.38810985713733087i
3                                                 3.2399999999999998                                0.22732278798512892-0.4772959378990412i           0.7663511002973185+0.36498996668124944i
3                                                 3.25                                              7.425267725003908E-6-0.002464933569029935i        0.9999924250029802+0.0030123297923086273i
3                                                 3.26                                              0.22383379593517494+0.4756270719180286i           0.7697164863205048-0.36223276903334567i
3                                                 3.27                                              0.47610663956038834+0.6122234902102355i           0.4983230202050355-0.3875268915972332i
3                                                 3.28                                              0.5837371731579829+0.6537047989127064i            0.3592113983932384-0.3207606437631587i
3                                                 3.29                                              0.6090241593306358+0.6923138443505783i            0.29059517792982875-0.25563129120186i
3                                                 3.3                                               0.5913383502517419+0.7379280448158432i            0.253810502084867-0.20338774679401206i
3                                                 3.31                                              0.5480170277258658+0.7870742273457958i            0.23241184984142024-0.16181883631745964i
3                                                 3.32                                              0.48735551873091953+0.8355364298428843i           0.21916857993655278-0.12783526613355595i
3                                                 3.33                                              0.4140262869016602+0.8800077236680138i            0.21063213096056574-0.09909631510934656i
3                                                 3.34                                              0.3311697139651685+0.9180633955616447i            0.20503041287878357-0.07395837025295184i
3                                                 3.3499999999999996                                0.24124575643655377+0.9479638408411215i           0.20140113224249065-0.05125315931022096i
3                                                 3.36                                              0.14640384552930152+0.9685049994862454i           0.1992080536045682-0.030112588454128814i
3                                                 3.3699999999999997                                0.048652030425247905+0.9789260099562365i          0.19816131642426024-0.009848276687680152i
3                                                 3.38                                              -0.05006194085653798+0.9788580094467487i          0.1981325674229511+0.010132916245242457i
3                                                 3.3899999999999997                                -0.14780727426977436+0.9683015211028365i          0.19912053044446357+0.030394263180908557i
3                                                 3.4                                               -0.2426374340364464+0.9476263911763974i           0.20125078024379683+0.05152862722634288i
3                                                 3.4099999999999997                                -0.33254706350392593+0.9175942730384562i          0.20480963581456244+0.0742238012678271i
3                                                 3.42                                              -0.4153915784102524+0.8794096990354041i           0.21032818503802686+0.0993469248522118i
3                                                 3.4299999999999997                                -0.4887194905629961+0.8348123586997223i           0.21876038819508928+0.1280649387983026i
3                                                 3.44                                              -0.5494057491209517+0.7862269484383432i           0.2318634951842045+0.16202007907135657i
3                                                 3.4499999999999997                                -0.5928076724098278+0.7369622416618485i           0.2530570706610664+0.2035536450131345i
3                                                 3.46                                              -0.610693037419272+0.6912477583580801i            0.2895096816723742+0.25576734623554115i
3                                                 3.4699999999999998                                -0.585867268787831+0.652631461792062i             0.35752537375137816+0.32094615568796603i
3                                                 3.48                                              -0.47923748745535655+0.6116299400415872i          0.4954915230990614+0.3882343466581454i
3                                                 3.4899999999999998                                -0.22809555846215657+0.47766070513126i            0.7656054616756975+0.3655943797440493i
3                                                 3.5                                               -1.5544565841522254E-5+0.0035664869241594935i     0.9999841420758512+0.004358425261900429i
3                                                 3.51                                              -0.2230474990822356-0.47524587630185605i          0.770474690683728-0.361605050487234i
3                                                 3.52                                              -0.47551957665513234-0.6123330213251862i          0.49885374474195265-0.3873909288980965i
3                                                 3.53                                              -0.583332136279399-0.6539084720190277i            0.3595318578085708-0.3207229137241354i
3                                                 3.54                                              -0.608702333178173-0.6925198230657066i            0.2908045178001051-0.25560302637788024i
3                                                 3.55                                              -0.5910510859526756-0.7381180035580479i           0.2539580163382353-0.20335365324895283i
3                                                 3.56                                              -0.5477419143013917-0.7872439418730799i           0.23252089139904009-0.16177764011648887i
3                                                 3.57                                              -0.4870818622633346-0.8356842488792657i           0.21925105348042118-0.12778814274087896i
3                                                 3.58                                              -0.41374899233680124-0.8801323338783091i          0.21069457153084292-0.0990446153059813i
3                                                 3.59                                              -0.33088662373367705-0.9181634609305983i          0.20507659413017193-0.07390322520986084i
3                                                 3.5999999999999996                                -0.2409563824306647-0.9480380254621341i           0.2014332647754075-0.05119547572763885i
3                                                 3.61                                              -0.14610869467700105-0.9685520512849756i          0.19922736826016468-0.030053113687600733i
3                                                 3.6199999999999997                                -0.04835219574820776-0.9789448346582958i          0.19816835263928773-0.00978766632628128i
3                                                 3.63                                              0.0503650717910728-0.9788477209031785i            0.198127301062965+0.010194037937326275i
3                                                 3.6399999999999997                                0.14811227138978356-0.9682614658112907i           0.1991023949187122+0.030455246137535183i
3                                                 3.65                                              0.24294309193725577-0.9475561456925522i           0.20121859140521917+0.051588734879575354i
3                                                 3.6599999999999997                                0.33285274298094064-0.9174936116888105i           0.20476139526521142+0.07428213882471171i
3                                                 3.67                                              0.41569771702553654-0.8792785302358902i           0.21026068545788051+0.09940235133929852i
3                                                 3.6799999999999997                                0.48902847110897973-0.8346506416627653i           0.21866844196374524+0.1281159722273324i
3                                                 3.69                                              0.5497235519238965-0.7860346703653233i            0.2317383660359633+0.16206487313588352i
3                                                 3.6999999999999997                                0.593147359054306-0.7367398468548924i             0.25288306393826887+0.2035904275253424i
3                                                 3.71                                              0.6110827953642957-0.6909988923237633i            0.2892561653604536+0.2557971814140657i
3                                                 3.7199999999999998                                0.5863697101697107-0.6523774674459348i            0.35712753776054296+0.32098746658837546i
3                                                 3.73                                              0.4799831299873599-0.6114860544917965i            0.4948169490834776+0.38839914544860077i
3                                                 3.7399999999999998                                0.22912292184938088-0.4781427398937928i           0.764614069834755+0.3663949879073084i
3                                                 3.75                                              3.091398591392243E-5-0.005029553990141581i        0.9999684630312407+0.006146245324007441i
3                                                 3.76                                              0.22200418193226135+0.474736968360921i            0.7714806357433703-0.3607690883967814i
3                                                 3.77                                              0.47474018881126034+0.612477233337805i            0.49955833772704905-0.38720977874588935i
3                                                 3.78                                              0.5827949097308868+0.6541779370137675i            0.3599569359370407-0.32067275932345674i
3                                                 3.79                                              0.6082759525080482+0.6927922325128051i            0.29108189344267094-0.25556560897649055i
3                                                 3.8                                               0.5906709008365847+0.7383689884130676i            0.2541532516640786-0.20330859358958409i
3                                                 3.81                                              0.5473781679753489+0.7874679255140387i            0.23266504498631696-0.1617232334680456i
3                                                 3.82                                              0.4867203736908877+0.8358790904620056i            0.21935995990875776-0.12772594699171405i
3                                                 3.83                                              0.41338301682750933+0.880296350829381i            0.21077692747094945-0.09897642260889702i
3                                                 3.84                                              0.33051331294814446+0.9182949472208132i           0.2051374274490864-0.073830535880413i
3                                                 3.8499999999999996                                0.24057509814062056+0.9481352801617119i           0.2014755283574005-0.05111949137336652i
3                                                 3.86                                              0.14572011239477412+0.9686134881619941i           0.1992527161407413-0.029974823447255064i
3                                                 3.8699999999999997                                0.04795776192562928+0.9789690788154906i           0.19817752433406194-0.009707936300062586i
3                                                 3.88                                              -0.050763525691676525+0.9788336740583022i         0.1981202930406084+0.010274384876176143i
3                                                 3.8899999999999997                                -0.14851286116181123+0.968208337458608i           0.19907849109823128+0.030535355143783624i
3                                                 3.9                                               -0.24334423123311905+0.947463448553311i           0.20117626726312868+0.05166763949127276i
3                                                 3.9099999999999997                                -0.333253589799461+0.9173611181714078i            0.2046980630052253+0.07435866708769566i
3                                                 3.92                                              -0.4160988395036455+0.8791061877564474i           0.21017218112788416+0.09947501082970606i
3                                                 3.9299999999999997                                -0.4894329784663154+0.8344384621356927i           0.2185480221688465+0.12818282601383735i
3                                                 3.94                                              -0.5501392446074426+0.7857826978445945i           0.2315746677651613+0.1621235083733858i
3                                                 3.9499999999999997                                -0.5935912602806988+0.7364487114676403i           0.252655669518928+0.20363852315164044i
3                                                 3.96                                              -0.6115916126930772+0.690673368664217i            0.2889252261442741+0.2558360918087637i
3                                                 3.9699999999999998                                -0.5870249336548399+0.6520452831278174i           0.3566087510398228+0.3210410657657297i
3                                                 3.98                                              -0.48095468846741285+0.6112967643453904i          0.49393796699656933+0.3886127462221243i
3                                                 3.9899999999999998                                -0.23046287354475842+0.4787664817682277i          0.7633208639584591+0.36743415093729825i
3                                                 4                                                 -5.8790740757965355E-5+0.006935921392544964i      0.9999400249080947+0.008475712181453062i
3                                                 4.01                                              -0.22064609557446996-0.47406921013638975i         0.7727899042794069-0.3596756126759483i
3                                                 4.02                                              -0.4737245725593827-0.6126631300073262i           0.5004764798289476-0.38697253731003334i
3                                                 4.03                                              -0.5820954450517518-0.6545276576549615i           0.36051042919776-0.3206071813825069i
3                                                 4.04                                              -0.6077214058499858-0.6931457496528917i           0.29144268557648656-0.2555169136084118i
3                                                 4.05                                              -0.590176936116656-0.7386944494231581i            0.2544069298166079-0.20325008471072642i
3                                                 4.06                                              -0.5469059955557319-0.7877580849015111i           0.23285215298202125-0.1616526573819411i
3                                                 4.07                                              -0.48625152840201613-0.8361312124556529i          0.2195011693198492-0.12764532393220085i
3                                                 4.08                                              -0.4129087293917708-0.8805083109232026i           0.21088359598200399-0.09888808322021021i
3                                                 4.09                                              -0.3300298881304623-0.9184645990246703i           0.2052161279823876-0.07373643162387712i
3                                                 4.1                                               -0.2400817137800061-0.9482604899161011i           0.20153012981862486-0.05102118438365674i
3                                                 4.109999999999999                                 -0.14521765007064935-0.9686922754492633i          0.19928539702586429-0.029873598352007924i
3                                                 4.12                                              -0.04744809978422093-0.9789997405270006i          0.19818927539501574-0.009604916285115936i
3                                                 4.13                                              0.05127801447040503-0.9788148676155686i           0.19811114284366216+0.010378134630342553i
3                                                 4.14                                              0.14902973851694007-0.9681391197685619i           0.19904754869838004+0.030638730236316775i
3                                                 4.1499999999999995                                0.24386144619398298-0.9473432687639528i           0.20112160177669014+0.05176939359002795i
3                                                 4.16                                              0.3337700520227058-0.9171897601097146i            0.2046163790446802+0.07445729109170693i
3                                                 4.17                                              0.41661527251670594-0.8788836593078114i           0.21005816368523836+0.09956858496379384i
3                                                 4.18                                              0.48995336707885995-0.834164851003836i            0.21839305409569906+0.1282688599785404i
